order_id,order_date,customer_id,product_id,quantity,unit_price,discount,channel
ORD000313,2026-01-18 16:23:00,C0088,P025,4,23310.0,0.0,Marketplace
ORD000314,2026-01-01 06:01:00,C0027,P022,1,449.1,0.05,Web
ORD000315,2026-01-21 13:58:00,C0037,P016,1,1564.5,0.0,Marketplace
ORD000316,2026-01-15 06:25:00,C0140,P021,1,27195.0,0.0,Web
ORD000317,2026-01-26 07:49:00,C0068,P022,1,499,0.0,Marketplace
ORD000318,2026-01-04 17:13:00,C0008,P002,1,1490,0.0,Mobile App
ORD000319,2026-01-28 14:43:00,C0150,P013,1,499,0.0,Web
ORD000320,2026-01-05 23:01:00,C0109,P008,1,523.95,0.0,Marketplace
ORD000321,2026-01-04 08:53:00,C0079,P014,1,990,0.1,Mobile App
ORD000322,2026-01-21 08:25:00,C0111,P036,1,284.05,0.0,Web
ORD000323,2026-01-28 04:05:00,C0151,P032,1,25900,0.0,Mobile App
ORD000324,2026-01-13 14:46:00,C0044,P039,3,891.0,0.1,Mobile App
ORD000325,2026-01-07 06:28:00,C0012,P018,1,4189.5,0.0,Mobile App
ORD000326,2026-01-26 10:56:00,C0100,P008,2,449.1,0.0,Mobile App
ORD000327,2026-01-09 08:32:00,C0123,P020,3,474.05,0.0,Mobile App
ORD000328,2026-01-23 13:01:00,C0046,P016,2,1341.0,0.0,Mobile App
ORD000329,2026-01-24 00:32:00,C0140,P008,1,499,0.05,Marketplace
ORD000330,2026-01-12 11:00:00,C0020,P028,3,269.1,0.0,Web
ORD000331,2026-01-24 02:37:00,C0090,P035,1,24605.0,0.0,Marketplace
ORD000332,2026-01-23 04:50:00,C0135,P003,2,25900,0.05,Marketplace
ORD000333,2026-01-20 03:21:00,C0143,P011,2,25900,0.0,Web
ORD000334,2026-01-03 11:55:00,C0090,P021,1,24605.0,0.1,Mobile App
ORD000335,2026-01-18 07:01:00,C0114,P019,2,3990,0.0,Web
ORD000336,2026-01-27 00:17:00,C0058,P021,2,24605.0,0.0,Marketplace
ORD000337,2026-01-16 00:09:00,C0061,P019,1,3990,0.1,Mobile App
ORD000338,2026-01-27 15:41:00,C0036,P024,2,313.95,0.0,Marketplace
ORD000339,2026-01-24 07:46:00,C0140,P003,2,24605.0,0.0,Web
ORD000340,2026-01-21 07:12:00,C0040,P005,3,313.95,0.0,Mobile App
ORD000341,2026-01-24 01:27:00,C0159,P012,1,891.0,0.0,Marketplace
ORD000342,2026-01-26 00:15:00,C0029,P036,3,299,0.1,Web
