order_id,line_no,full_date,year,month,product_name,category,store_name,province,region,quantity,unit_price,amount
E00015,1,2026-10-25,2026,2026-10,Brownie,Snack,Muang Rayong,Rayong,East,3,90,270
E00015,2,2026-10-25,2026,2026-10,Sandwich,Food,Muang Rayong,Rayong,East,5,100,500
E00015,3,2026-10-25,2026,2026-10,Tea,Drink,Muang Rayong,Rayong,East,1,50,50
E00016,1,2026-09-09,2026,2026-09,Cocoa,Drink,Nimman,Chiang Mai,North,5,60,300
E00016,2,2026-09-09,2026,2026-09,Sandwich,Food,Nimman,Chiang Mai,North,5,100,500
E00016,3,2026-09-09,2026,2026-09,Tea,Drink,Nimman,Chiang Mai,North,2,50,100
E00017,1,2026-09-22,2026,2026-09,Cookie,Snack,Pattaya,Chonburi,East,1,80,80
E00017,2,2026-09-22,2026,2026-09,Brownie,Snack,Pattaya,Chonburi,East,2,90,180
E00017,3,2026-09-22,2026,2026-09,Tea,Drink,Pattaya,Chonburi,East,2,50,100
E00018,1,2026-08-23,2026,2026-08,Tea,Drink,Muang Rayong,Rayong,East,5,50,250
E00019,1,2026-10-09,2026,2026-10,Tea,Drink,Pattaya,Chonburi,East,3,50,150
E00019,2,2026-10-09,2026,2026-10,Brownie,Snack,Pattaya,Chonburi,East,5,90,450
E00019,3,2026-10-09,2026,2026-10,Coffee,Drink,Pattaya,Chonburi,East,1,65,65
E00020,1,2026-09-15,2026,2026-09,Cocoa,Drink,Siam,Bangkok,Central,3,60,180
E00021,1,2026-09-17,2026,2026-09,Tea,Drink,Ari,Bangkok,Central,2,50,100
E00022,1,2026-10-05,2026,2026-10,Cookie,Snack,Ari,Bangkok,Central,5,80,400
E00022,2,2026-10-05,2026,2026-10,Cocoa,Drink,Ari,Bangkok,Central,4,60,240
E00022,3,2026-10-05,2026,2026-10,Sandwich,Food,Ari,Bangkok,Central,3,100,300
E00023,1,2026-09-04,2026,2026-09,Brownie,Snack,Bangsaen,Chonburi,East,4,90,360
E00023,2,2026-09-04,2026,2026-09,Coffee,Drink,Bangsaen,Chonburi,East,5,65,325
E00024,1,2026-08-24,2026,2026-08,Sandwich,Food,Nimman,Chiang Mai,North,2,100,200
E00024,2,2026-08-24,2026,2026-08,Cookie,Snack,Nimman,Chiang Mai,North,5,80,400
E00024,3,2026-08-24,2026,2026-08,Coffee,Drink,Nimman,Chiang Mai,North,3,65,195
E00025,1,2026-09-30,2026,2026-09,Brownie,Snack,Muang Rayong,Rayong,East,3,90,270
E00026,1,2026-10-07,2026,2026-10,Tea,Drink,Muang Rayong,Rayong,East,5,50,250
E00026,2,2026-10-07,2026,2026-10,Coffee,Drink,Muang Rayong,Rayong,East,4,65,260
E00027,1,2026-09-18,2026,2026-09,Brownie,Snack,Muang Rayong,Rayong,East,5,90,450
E00028,1,2026-09-09,2026,2026-09,Coffee,Drink,Pattaya,Chonburi,East,5,65,325
E00028,2,2026-09-09,2026,2026-09,Sandwich,Food,Pattaya,Chonburi,East,4,100,400
E00028,3,2026-09-09,2026,2026-09,Cocoa,Drink,Pattaya,Chonburi,East,4,60,240
E00029,1,2026-10-13,2026,2026-10,Cocoa,Drink,Muang Rayong,Rayong,East,5,60,300
E00030,1,2026-09-09,2026,2026-09,Tea,Drink,Siam,Bangkok,Central,4,50,200
E00030,2,2026-09-09,2026,2026-09,Brownie,Snack,Siam,Bangkok,Central,1,90,90
E00031,1,2026-08-21,2026,2026-08,Brownie,Snack,Muang Rayong,Rayong,East,2,90,180
E00031,2,2026-08-21,2026,2026-08,Tea,Drink,Muang Rayong,Rayong,East,2,50,100
E00031,3,2026-08-21,2026,2026-08,Sandwich,Food,Muang Rayong,Rayong,East,4,100,400
E00032,1,2026-10-15,2026,2026-10,Cookie,Snack,Pattaya,Chonburi,East,1,80,80
E00033,1,2026-08-02,2026,2026-08,Sandwich,Food,Pattaya,Chonburi,East,1,100,100
E00034,1,2026-08-12,2026,2026-08,Cookie,Snack,Bangsaen,Chonburi,East,4,80,320
E00034,2,2026-08-12,2026,2026-08,Tea,Drink,Bangsaen,Chonburi,East,4,50,200
E00035,1,2026-08-15,2026,2026-08,Sandwich,Food,Ari,Bangkok,Central,5,100,500
E00035,2,2026-08-15,2026,2026-08,Brownie,Snack,Ari,Bangkok,Central,5,90,450
E00035,3,2026-08-15,2026,2026-08,Tea,Drink,Ari,Bangkok,Central,5,50,250
E00036,1,2026-09-02,2026,2026-09,Brownie,Snack,Nimman,Chiang Mai,North,3,90,270
E00036,2,2026-09-02,2026,2026-09,Coffee,Drink,Nimman,Chiang Mai,North,4,65,260
E00036,3,2026-09-02,2026,2026-09,Cocoa,Drink,Nimman,Chiang Mai,North,3,60,180
E00037,1,2026-10-07,2026,2026-10,Sandwich,Food,Pattaya,Chonburi,East,2,100,200
E00037,2,2026-10-07,2026,2026-10,Cookie,Snack,Pattaya,Chonburi,East,4,80,320
E00038,1,2026-10-08,2026,2026-10,Cocoa,Drink,Siam,Bangkok,Central,5,60,300
E00039,1,2026-10-31,2026,2026-10,Cookie,Snack,Bangsaen,Chonburi,East,2,80,160
E00039,2,2026-10-31,2026,2026-10,Sandwich,Food,Bangsaen,Chonburi,East,4,100,400
E00040,1,2026-10-22,2026,2026-10,Cookie,Snack,Siam,Bangkok,Central,3,80,240
E00041,1,2026-08-18,2026,2026-08,Coffee,Drink,Siam,Bangkok,Central,2,65,130
E00041,2,2026-08-18,2026,2026-08,Cookie,Snack,Siam,Bangkok,Central,2,80,160
E00041,3,2026-08-18,2026,2026-08,Cocoa,Drink,Siam,Bangkok,Central,3,60,180
E00042,1,2026-10-26,2026,2026-10,Tea,Drink,Muang Rayong,Rayong,East,1,50,50
E00043,1,2026-08-02,2026,2026-08,Cookie,Snack,Bangsaen,Chonburi,East,1,80,80
E00043,2,2026-08-02,2026,2026-08,Coffee,Drink,Bangsaen,Chonburi,East,4,65,260
E00044,1,2026-09-28,2026,2026-09,Coffee,Drink,Siam,Bangkok,Central,4,65,260
E00044,2,2026-09-28,2026,2026-09,Brownie,Snack,Siam,Bangkok,Central,5,90,450
E00045,1,2026-09-21,2026,2026-09,Brownie,Snack,Siam,Bangkok,Central,3,90,270
E00045,2,2026-09-21,2026,2026-09,Cookie,Snack,Siam,Bangkok,Central,2,80,160
E00046,1,2026-08-04,2026,2026-08,Cocoa,Drink,Nimman,Chiang Mai,North,3,60,180
E00046,2,2026-08-04,2026,2026-08,Tea,Drink,Nimman,Chiang Mai,North,1,50,50
E00047,1,2026-10-29,2026,2026-10,Coffee,Drink,Ari,Bangkok,Central,2,65,130
E00047,2,2026-10-29,2026,2026-10,Sandwich,Food,Ari,Bangkok,Central,2,100,200
E00048,1,2026-09-28,2026,2026-09,Cookie,Snack,Nimman,Chiang Mai,North,5,80,400
E00049,1,2026-10-26,2026,2026-10,Cocoa,Drink,Bangsaen,Chonburi,East,4,60,240
E00049,2,2026-10-26,2026,2026-10,Cookie,Snack,Bangsaen,Chonburi,East,1,80,80
E00049,3,2026-10-26,2026,2026-10,Tea,Drink,Bangsaen,Chonburi,East,2,50,100
E00050,1,2026-10-20,2026,2026-10,Brownie,Snack,Pattaya,Chonburi,East,2,90,180
E00051,1,2026-09-03,2026,2026-09,Cocoa,Drink,Pattaya,Chonburi,East,4,60,240
E00051,2,2026-09-03,2026,2026-09,Cookie,Snack,Pattaya,Chonburi,East,3,80,240
E00052,1,2026-09-17,2026,2026-09,Cocoa,Drink,Pattaya,Chonburi,East,4,60,240
E00052,2,2026-09-17,2026,2026-09,Brownie,Snack,Pattaya,Chonburi,East,2,90,180
E00052,3,2026-09-17,2026,2026-09,Coffee,Drink,Pattaya,Chonburi,East,1,65,65
E00053,1,2026-10-26,2026,2026-10,Brownie,Snack,Muang Rayong,Rayong,East,4,90,360
E00053,2,2026-10-26,2026,2026-10,Sandwich,Food,Muang Rayong,Rayong,East,3,100,300
E00053,3,2026-10-26,2026,2026-10,Coffee,Drink,Muang Rayong,Rayong,East,3,65,195
E00054,1,2026-09-27,2026,2026-09,Tea,Drink,Muang Rayong,Rayong,East,5,50,250
E00054,2,2026-09-27,2026,2026-09,Brownie,Snack,Muang Rayong,Rayong,East,5,90,450
E00055,1,2026-09-03,2026,2026-09,Coffee,Drink,Ari,Bangkok,Central,2,65,130
E00056,1,2026-10-19,2026,2026-10,Cocoa,Drink,Ari,Bangkok,Central,2,60,120
E00057,1,2026-09-13,2026,2026-09,Brownie,Snack,Ari,Bangkok,Central,2,90,180
E00058,1,2026-08-24,2026,2026-08,Brownie,Snack,Muang Rayong,Rayong,East,3,90,270
E00058,2,2026-08-24,2026,2026-08,Tea,Drink,Muang Rayong,Rayong,East,5,50,250
E00059,1,2026-09-11,2026,2026-09,Cookie,Snack,Ari,Bangkok,Central,5,80,400
E00060,1,2026-09-05,2026,2026-09,Brownie,Snack,Muang Rayong,Rayong,East,1,90,90
E00060,2,2026-09-05,2026,2026-09,Coffee,Drink,Muang Rayong,Rayong,East,4,65,260
E00061,1,2026-10-25,2026,2026-10,Cocoa,Drink,Bangsaen,Chonburi,East,3,60,180
E00061,2,2026-10-25,2026,2026-10,Coffee,Drink,Bangsaen,Chonburi,East,2,65,130
E00062,1,2026-10-02,2026,2026-10,Cookie,Snack,Muang Rayong,Rayong,East,2,80,160
E00062,2,2026-10-02,2026,2026-10,Brownie,Snack,Muang Rayong,Rayong,East,1,90,90
E00062,3,2026-10-02,2026,2026-10,Tea,Drink,Muang Rayong,Rayong,East,5,50,250
E00063,1,2026-09-20,2026,2026-09,Coffee,Drink,Nimman,Chiang Mai,North,5,65,325
E00064,1,2026-09-04,2026,2026-09,Cookie,Snack,Nimman,Chiang Mai,North,5,80,400
E00064,2,2026-09-04,2026,2026-09,Sandwich,Food,Nimman,Chiang Mai,North,2,100,200
E00064,3,2026-09-04,2026,2026-09,Brownie,Snack,Nimman,Chiang Mai,North,2,90,180
E00065,1,2026-10-22,2026,2026-10,Cookie,Snack,Pattaya,Chonburi,East,5,80,400
E00065,2,2026-10-22,2026,2026-10,Coffee,Drink,Pattaya,Chonburi,East,5,65,325
E00066,1,2026-10-05,2026,2026-10,Sandwich,Food,Bangsaen,Chonburi,East,2,100,200
E00067,1,2026-10-01,2026,2026-10,Brownie,Snack,Siam,Bangkok,Central,5,90,450
E00067,2,2026-10-01,2026,2026-10,Tea,Drink,Siam,Bangkok,Central,5,50,250
E00067,3,2026-10-01,2026,2026-10,Coffee,Drink,Siam,Bangkok,Central,2,65,130
E00068,1,2026-09-16,2026,2026-09,Cocoa,Drink,Nimman,Chiang Mai,North,4,60,240
E00069,1,2026-08-20,2026,2026-08,Cocoa,Drink,Siam,Bangkok,Central,2,60,120
E00069,2,2026-08-20,2026,2026-08,Tea,Drink,Siam,Bangkok,Central,3,50,150
E00070,1,2026-10-15,2026,2026-10,Cocoa,Drink,Pattaya,Chonburi,East,3,60,180
E00070,2,2026-10-15,2026,2026-10,Coffee,Drink,Pattaya,Chonburi,East,4,65,260
E00070,3,2026-10-15,2026,2026-10,Cookie,Snack,Pattaya,Chonburi,East,3,80,240
E00071,1,2026-08-15,2026,2026-08,Tea,Drink,Nimman,Chiang Mai,North,4,50,200
E00071,2,2026-08-15,2026,2026-08,Cocoa,Drink,Nimman,Chiang Mai,North,3,60,180
E00072,1,2026-08-10,2026,2026-08,Tea,Drink,Pattaya,Chonburi,East,4,50,200
E00072,2,2026-08-10,2026,2026-08,Sandwich,Food,Pattaya,Chonburi,East,3,100,300
E00072,3,2026-08-10,2026,2026-08,Coffee,Drink,Pattaya,Chonburi,East,2,65,130
E00073,1,2026-08-05,2026,2026-08,Tea,Drink,Siam,Bangkok,Central,1,50,50
E00073,2,2026-08-05,2026,2026-08,Coffee,Drink,Siam,Bangkok,Central,4,65,260
E00073,3,2026-08-05,2026,2026-08,Cookie,Snack,Siam,Bangkok,Central,5,80,400
E00074,1,2026-08-29,2026,2026-08,Tea,Drink,Muang Rayong,Rayong,East,4,50,200
E00074,2,2026-08-29,2026,2026-08,Sandwich,Food,Muang Rayong,Rayong,East,2,100,200
E00074,3,2026-08-29,2026,2026-08,Cookie,Snack,Muang Rayong,Rayong,East,5,80,400
E00075,1,2026-09-25,2026,2026-09,Tea,Drink,Ari,Bangkok,Central,3,50,150
E00076,1,2026-08-03,2026,2026-08,Cookie,Snack,Bangsaen,Chonburi,East,1,80,80
E00076,2,2026-08-03,2026,2026-08,Tea,Drink,Bangsaen,Chonburi,East,4,50,200
E00077,1,2026-09-16,2026,2026-09,Coffee,Drink,Pattaya,Chonburi,East,2,65,130
E00077,2,2026-09-16,2026,2026-09,Cocoa,Drink,Pattaya,Chonburi,East,5,60,300
E00078,1,2026-10-28,2026,2026-10,Tea,Drink,Bangsaen,Chonburi,East,5,50,250
E00078,2,2026-10-28,2026,2026-10,Sandwich,Food,Bangsaen,Chonburi,East,3,100,300
E00079,1,2026-10-03,2026,2026-10,Brownie,Snack,Siam,Bangkok,Central,5,90,450
E00079,2,2026-10-03,2026,2026-10,Cookie,Snack,Siam,Bangkok,Central,5,80,400
E00080,1,2026-08-22,2026,2026-08,Cookie,Snack,Muang Rayong,Rayong,East,5,80,400
E00080,2,2026-08-22,2026,2026-08,Cocoa,Drink,Muang Rayong,Rayong,East,3,60,180
E00081,1,2026-08-18,2026,2026-08,Brownie,Snack,Pattaya,Chonburi,East,5,90,450
E00082,1,2026-10-23,2026,2026-10,Coffee,Drink,Pattaya,Chonburi,East,5,65,325
E00083,1,2026-10-31,2026,2026-10,Cookie,Snack,Ari,Bangkok,Central,1,80,80
E00083,2,2026-10-31,2026,2026-10,Brownie,Snack,Ari,Bangkok,Central,1,90,90
E00083,3,2026-10-31,2026,2026-10,Sandwich,Food,Ari,Bangkok,Central,5,100,500
E00084,1,2026-08-26,2026,2026-08,Cocoa,Drink,Siam,Bangkok,Central,4,60,240
E00084,2,2026-08-26,2026,2026-08,Tea,Drink,Siam,Bangkok,Central,3,50,150
E00085,1,2026-08-02,2026,2026-08,Tea,Drink,Pattaya,Chonburi,East,5,50,250
E00085,2,2026-08-02,2026,2026-08,Sandwich,Food,Pattaya,Chonburi,East,2,100,200
E00085,3,2026-08-02,2026,2026-08,Cocoa,Drink,Pattaya,Chonburi,East,1,60,60
E00086,1,2026-09-04,2026,2026-09,Brownie,Snack,Pattaya,Chonburi,East,2,90,180
E00086,2,2026-09-04,2026,2026-09,Sandwich,Food,Pattaya,Chonburi,East,5,100,500
E00086,3,2026-09-04,2026,2026-09,Cookie,Snack,Pattaya,Chonburi,East,2,80,160
E00087,1,2026-08-05,2026,2026-08,Cocoa,Drink,Nimman,Chiang Mai,North,3,60,180
E00087,2,2026-08-05,2026,2026-08,Coffee,Drink,Nimman,Chiang Mai,North,2,65,130
E00087,3,2026-08-05,2026,2026-08,Brownie,Snack,Nimman,Chiang Mai,North,5,90,450
E00088,1,2026-09-30,2026,2026-09,Sandwich,Food,Ari,Bangkok,Central,4,100,400
E00088,2,2026-09-30,2026,2026-09,Cookie,Snack,Ari,Bangkok,Central,1,80,80
E00089,1,2026-09-21,2026,2026-09,Coffee,Drink,Siam,Bangkok,Central,5,65,325
E00090,1,2026-09-14,2026,2026-09,Coffee,Drink,Muang Rayong,Rayong,East,1,65,65
E00090,2,2026-09-14,2026,2026-09,Cookie,Snack,Muang Rayong,Rayong,East,5,80,400
E00090,3,2026-09-14,2026,2026-09,Cocoa,Drink,Muang Rayong,Rayong,East,4,60,240
E00091,1,2026-10-29,2026,2026-10,Brownie,Snack,Bangsaen,Chonburi,East,4,90,360
E00092,1,2026-09-06,2026,2026-09,Cocoa,Drink,Nimman,Chiang Mai,North,3,60,180
E00092,2,2026-09-06,2026,2026-09,Sandwich,Food,Nimman,Chiang Mai,North,3,100,300
E00092,3,2026-09-06,2026,2026-09,Coffee,Drink,Nimman,Chiang Mai,North,1,65,65
E00093,1,2026-10-09,2026,2026-10,Sandwich,Food,Siam,Bangkok,Central,2,100,200
E00094,1,2026-08-07,2026,2026-08,Cookie,Snack,Siam,Bangkok,Central,2,80,160
E00095,1,2026-09-03,2026,2026-09,Brownie,Snack,Muang Rayong,Rayong,East,4,90,360
E00095,2,2026-09-03,2026,2026-09,Tea,Drink,Muang Rayong,Rayong,East,3,50,150
E00096,1,2026-09-02,2026,2026-09,Tea,Drink,Nimman,Chiang Mai,North,2,50,100
E00096,2,2026-09-02,2026,2026-09,Cocoa,Drink,Nimman,Chiang Mai,North,2,60,120
E00096,3,2026-09-02,2026,2026-09,Brownie,Snack,Nimman,Chiang Mai,North,4,90,360
E00097,1,2026-08-05,2026,2026-08,Brownie,Snack,Pattaya,Chonburi,East,2,90,180
E00097,2,2026-08-05,2026,2026-08,Cocoa,Drink,Pattaya,Chonburi,East,1,60,60
E00098,1,2026-08-25,2026,2026-08,Cocoa,Drink,Nimman,Chiang Mai,North,4,60,240
E00098,2,2026-08-25,2026,2026-08,Sandwich,Food,Nimman,Chiang Mai,North,5,100,500
E00098,3,2026-08-25,2026,2026-08,Brownie,Snack,Nimman,Chiang Mai,North,3,90,270
E00099,1,2026-09-28,2026,2026-09,Cookie,Snack,Muang Rayong,Rayong,East,1,80,80
E00100,1,2026-10-10,2026,2026-10,Cookie,Snack,Muang Rayong,Rayong,East,5,80,400
E00101,1,2026-09-22,2026,2026-09,Cocoa,Drink,Nimman,Chiang Mai,North,4,60,240
E00102,1,2026-08-01,2026,2026-08,Sandwich,Food,Nimman,Chiang Mai,North,3,100,300
E00102,2,2026-08-01,2026,2026-08,Coffee,Drink,Nimman,Chiang Mai,North,5,65,325
E00102,3,2026-08-01,2026,2026-08,Brownie,Snack,Nimman,Chiang Mai,North,4,90,360
E00103,1,2026-10-18,2026,2026-10,Cookie,Snack,Siam,Bangkok,Central,3,80,240
E00104,1,2026-10-15,2026,2026-10,Tea,Drink,Muang Rayong,Rayong,East,1,50,50
E00104,2,2026-10-15,2026,2026-10,Cocoa,Drink,Muang Rayong,Rayong,East,1,60,60
E00104,3,2026-10-15,2026,2026-10,Sandwich,Food,Muang Rayong,Rayong,East,3,100,300
E00105,1,2026-08-05,2026,2026-08,Cookie,Snack,Muang Rayong,Rayong,East,3,80,240
E00105,2,2026-08-05,2026,2026-08,Coffee,Drink,Muang Rayong,Rayong,East,2,65,130
E00105,3,2026-08-05,2026,2026-08,Brownie,Snack,Muang Rayong,Rayong,East,5,90,450
E00106,1,2026-08-14,2026,2026-08,Cookie,Snack,Bangsaen,Chonburi,East,2,80,160
E00106,2,2026-08-14,2026,2026-08,Coffee,Drink,Bangsaen,Chonburi,East,4,65,260
E00106,3,2026-08-14,2026,2026-08,Tea,Drink,Bangsaen,Chonburi,East,2,50,100
E00107,1,2026-08-09,2026,2026-08,Coffee,Drink,Siam,Bangkok,Central,5,65,325
E00107,2,2026-08-09,2026,2026-08,Brownie,Snack,Siam,Bangkok,Central,4,90,360
E00107,3,2026-08-09,2026,2026-08,Sandwich,Food,Siam,Bangkok,Central,3,100,300
E00108,1,2026-10-16,2026,2026-10,Cocoa,Drink,Siam,Bangkok,Central,1,60,60
E00109,1,2026-09-09,2026,2026-09,Tea,Drink,Siam,Bangkok,Central,1,50,50
E00109,2,2026-09-09,2026,2026-09,Sandwich,Food,Siam,Bangkok,Central,3,100,300
E00109,3,2026-09-09,2026,2026-09,Brownie,Snack,Siam,Bangkok,Central,5,90,450
E00110,1,2026-10-11,2026,2026-10,Cocoa,Drink,Bangsaen,Chonburi,East,2,60,120
E00111,1,2026-08-25,2026,2026-08,Coffee,Drink,Siam,Bangkok,Central,2,65,130
E00111,2,2026-08-25,2026,2026-08,Cocoa,Drink,Siam,Bangkok,Central,5,60,300
E00111,3,2026-08-25,2026,2026-08,Cookie,Snack,Siam,Bangkok,Central,5,80,400
E00112,1,2026-09-05,2026,2026-09,Coffee,Drink,Pattaya,Chonburi,East,5,65,325
E00112,2,2026-09-05,2026,2026-09,Tea,Drink,Pattaya,Chonburi,East,2,50,100
E00113,1,2026-10-04,2026,2026-10,Sandwich,Food,Siam,Bangkok,Central,5,100,500
E00114,1,2026-09-16,2026,2026-09,Tea,Drink,Nimman,Chiang Mai,North,3,50,150
E00114,2,2026-09-16,2026,2026-09,Brownie,Snack,Nimman,Chiang Mai,North,1,90,90
E00114,3,2026-09-16,2026,2026-09,Cookie,Snack,Nimman,Chiang Mai,North,4,80,320
E00115,1,2026-08-26,2026,2026-08,Coffee,Drink,Ari,Bangkok,Central,1,65,65
E00116,1,2026-08-16,2026,2026-08,Coffee,Drink,Nimman,Chiang Mai,North,1,65,65
E00116,2,2026-08-16,2026,2026-08,Sandwich,Food,Nimman,Chiang Mai,North,5,100,500
E00117,1,2026-08-31,2026,2026-08,Cookie,Snack,Nimman,Chiang Mai,North,5,80,400
E00117,2,2026-08-31,2026,2026-08,Coffee,Drink,Nimman,Chiang Mai,North,5,65,325
E00117,3,2026-08-31,2026,2026-08,Brownie,Snack,Nimman,Chiang Mai,North,2,90,180
E00118,1,2026-10-31,2026,2026-10,Brownie,Snack,Ari,Bangkok,Central,1,90,90
E00119,1,2026-08-26,2026,2026-08,Cookie,Snack,Muang Rayong,Rayong,East,3,80,240
E00119,2,2026-08-26,2026,2026-08,Sandwich,Food,Muang Rayong,Rayong,East,4,100,400
E00119,3,2026-08-26,2026,2026-08,Tea,Drink,Muang Rayong,Rayong,East,3,50,150
E00120,1,2026-10-22,2026,2026-10,Brownie,Snack,Bangsaen,Chonburi,East,5,90,450
E00120,2,2026-10-22,2026,2026-10,Coffee,Drink,Bangsaen,Chonburi,East,5,65,325
E00121,1,2026-08-12,2026,2026-08,Cocoa,Drink,Bangsaen,Chonburi,East,3,60,180
E00122,1,2026-09-21,2026,2026-09,Cocoa,Drink,Ari,Bangkok,Central,3,60,180
E00122,2,2026-09-21,2026,2026-09,Coffee,Drink,Ari,Bangkok,Central,3,65,195
E00122,3,2026-09-21,2026,2026-09,Sandwich,Food,Ari,Bangkok,Central,2,100,200
E00123,1,2026-09-30,2026,2026-09,Coffee,Drink,Muang Rayong,Rayong,East,2,65,130
E00123,2,2026-09-30,2026,2026-09,Tea,Drink,Muang Rayong,Rayong,East,3,50,150
E00123,3,2026-09-30,2026,2026-09,Sandwich,Food,Muang Rayong,Rayong,East,1,100,100
E00124,1,2026-09-26,2026,2026-09,Cocoa,Drink,Pattaya,Chonburi,East,1,60,60
E00124,2,2026-09-26,2026,2026-09,Cookie,Snack,Pattaya,Chonburi,East,4,80,320
E00125,1,2026-10-08,2026,2026-10,Cookie,Snack,Pattaya,Chonburi,East,2,80,160
E00125,2,2026-10-08,2026,2026-10,Tea,Drink,Pattaya,Chonburi,East,3,50,150
E00126,1,2026-10-13,2026,2026-10,Coffee,Drink,Nimman,Chiang Mai,North,2,65,130
E00127,1,2026-08-30,2026,2026-08,Sandwich,Food,Muang Rayong,Rayong,East,4,100,400
E00128,1,2026-10-02,2026,2026-10,Coffee,Drink,Nimman,Chiang Mai,North,2,65,130
E00128,2,2026-10-02,2026,2026-10,Tea,Drink,Nimman,Chiang Mai,North,4,50,200
E00128,3,2026-10-02,2026,2026-10,Cookie,Snack,Nimman,Chiang Mai,North,3,80,240
E00129,1,2026-09-30,2026,2026-09,Coffee,Drink,Bangsaen,Chonburi,East,4,65,260
E00129,2,2026-09-30,2026,2026-09,Cocoa,Drink,Bangsaen,Chonburi,East,5,60,300
E00130,1,2026-08-03,2026,2026-08,Cookie,Snack,Pattaya,Chonburi,East,1,80,80
E00131,1,2026-09-04,2026,2026-09,Tea,Drink,Siam,Bangkok,Central,1,50,50
E00131,2,2026-09-04,2026,2026-09,Cocoa,Drink,Siam,Bangkok,Central,4,60,240
E00131,3,2026-09-04,2026,2026-09,Brownie,Snack,Siam,Bangkok,Central,4,90,360
E00132,1,2026-10-30,2026,2026-10,Coffee,Drink,Siam,Bangkok,Central,3,65,195
E00132,2,2026-10-30,2026,2026-10,Cookie,Snack,Siam,Bangkok,Central,1,80,80
E00132,3,2026-10-30,2026,2026-10,Sandwich,Food,Siam,Bangkok,Central,1,100,100
E00133,1,2026-09-28,2026,2026-09,Coffee,Drink,Nimman,Chiang Mai,North,5,65,325
E00133,2,2026-09-28,2026,2026-09,Brownie,Snack,Nimman,Chiang Mai,North,1,90,90
E00134,1,2026-10-19,2026,2026-10,Cocoa,Drink,Siam,Bangkok,Central,3,60,180
E00134,2,2026-10-19,2026,2026-10,Brownie,Snack,Siam,Bangkok,Central,1,90,90
E00135,1,2026-10-03,2026,2026-10,Sandwich,Food,Ari,Bangkok,Central,4,100,400
E00135,2,2026-10-03,2026,2026-10,Cocoa,Drink,Ari,Bangkok,Central,3,60,180
E00136,1,2026-10-19,2026,2026-10,Tea,Drink,Pattaya,Chonburi,East,2,50,100
E00137,1,2026-08-12,2026,2026-08,Sandwich,Food,Pattaya,Chonburi,East,4,100,400
E00138,1,2026-08-04,2026,2026-08,Sandwich,Food,Nimman,Chiang Mai,North,4,100,400
E00138,2,2026-08-04,2026,2026-08,Cocoa,Drink,Nimman,Chiang Mai,North,1,60,60
E00139,1,2026-10-23,2026,2026-10,Coffee,Drink,Bangsaen,Chonburi,East,3,65,195
